pid,sub_cnt,user_cnt,avg_cnt,ac_rate,ac_user_rate
P292595,614,242,2.5371900826446283,0.2980456026058632,0.6157024793388429
P292604,400,122,3.278688524590164,0.3025,0.9918032786885246
P292619,1521,1053,1.4444444444444444,0.6903353057199211,0.9829059829059829
P292631,1798,764,2.3534031413612566,0.40489432703003336,0.8691099476439791
P292640,2079,1102,1.8865698729582576,0.4324194324194324,0.7758620689655172
P292641,3547,1115,3.181165919282511,0.20947279391034676,0.6493273542600897
P292652,6,2,3.0,0.6666666666666666,1.0
P292671,278,106,2.6226415094339623,0.4784172661870504,0.8113207547169812
P292680,32,14,2.2857142857142856,0.40625,0.9285714285714286
P292692,68,46,1.4782608695652173,0.47058823529411764,0.6521739130434783
P292702,3306,1605,2.0598130841121494,0.31488203266787657,0.6330218068535826
P292704,462,139,3.323741007194245,0.1277056277056277,0.381294964028777
P292727,1619,908,1.7830396475770924,0.5361334156886968,0.9350220264317181
P292740,1587,1008,1.5744047619047619,0.6332703213610587,0.9851190476190477
P292748,6,2,3.0,0.3333333333333333,1.0
P292764,2676,1637,1.6346976175931582,0.6147234678624813,0.9242516799022602
P292776,450,343,1.3119533527696794,0.7688888888888888,0.9854227405247813
P292781,314,83,3.783132530120482,0.2770700636942675,0.7831325301204819
P292810,3611,1178,3.065365025466893,0.26031570202160065,0.7393887945670629
P292818,1927,1032,1.8672480620155039,0.5308770108977685,0.9748062015503876
P292836,234,108,2.1666666666666665,0.33760683760683763,0.6759259259259259
P292843,296,39,7.589743589743589,0.24662162162162163,0.6153846153846154
P292844,240,115,2.0869565217391304,0.49583333333333335,0.9217391304347826
P292851,985,660,1.4924242424242424,0.6700507614213198,0.9636363636363636
P292864,2834,1063,2.6660395108184383,0.3320395201129146,0.839134524929445
P292866,16,3,5.333333333333333,0.1875,0.6666666666666666
P292875,1192,423,2.817966903073286,0.3070469798657718,0.7375886524822695
P292889,3814,1039,3.670837343599615,0.2524908232826429,0.904716073147257
P292896,1199,602,1.9916943521594683,0.46205170975813176,0.8604651162790697
P292897,554,274,2.021897810218978,0.4729241877256318,0.948905109489051
P292907,189,115,1.6434782608695653,0.48148148148148145,0.7913043478260869
P292919,1746,1039,1.6804619826756497,0.5567010309278351,0.9104908565928778
P292932,2457,804,3.0559701492537314,0.3024013024013024,0.8955223880597015
P292948,300,132,2.272727272727273,0.29,0.5454545454545454
P292967,632,207,3.0531400966183573,0.2310126582278481,0.6714975845410628
P292985,55,35,1.5714285714285714,0.10909090909090909,0.14285714285714285
P292991,1831,694,2.638328530259366,0.16766794101583835,0.4423631123919308
P293000,491,361,1.3601108033240996,0.745417515274949,0.9833795013850416
P293017,3967,1206,3.2893864013267,0.19561381396521302,0.6061359867330016
P293032,713,485,1.4701030927835053,0.6409537166900421,0.9175257731958762
P293038,198,24,8.25,0.09090909090909091,0.2916666666666667
P293048,1574,974,1.6160164271047228,0.5419313850063533,0.8593429158110883
P293050,1493,557,2.680430879712747,0.25586068318821165,0.6570915619389587
P293056,15,13,1.1538461538461537,0.9333333333333333,1.0
P293066,502,154,3.25974025974026,0.30278884462151395,0.8116883116883117
P293069,14,12,1.1666666666666667,0.8571428571428571,1.0
P293098,539,231,2.3333333333333335,0.31910946196660483,0.683982683982684
P293101,711,163,4.361963190184049,0.2517580872011252,0.6134969325153374
P293118,576,111,5.1891891891891895,0.0954861111111111,0.43243243243243246
P293132,582,233,2.4978540772532187,0.3848797250859107,0.776824034334764
P293141,142,29,4.896551724137931,0.07042253521126761,0.20689655172413793
P293154,222,168,1.3214285714285714,0.7252252252252253,0.9404761904761905
P293158,1164,760,1.5315789473684212,0.6400343642611683,0.9657894736842105
P293167,1573,972,1.618312757201646,0.6223776223776224,0.9958847736625515
P293168,361,67,5.388059701492537,0.37119113573407203,0.6417910447761194
P293183,777,313,2.4824281150159746,0.3487773487773488,0.792332268370607
P293186,194,47,4.127659574468085,0.20618556701030927,0.6595744680851063
P293188,118,73,1.6164383561643836,0.11016949152542373,0.1643835616438356
P293202,50,26,1.9230769230769231,0.28,0.5384615384615384
P293217,844,157,5.375796178343949,0.1848341232227488,0.5732484076433121
P293233,48,23,2.0869565217391304,0.5,0.9565217391304348
P293239,991,570,1.7385964912280703,0.5348133198789102,0.9035087719298246
P293246,3101,860,3.605813953488372,0.2163818123186069,0.7337209302325581
P293258,7,4,1.75,0.5714285714285714,0.75
P293277,49,13,3.769230769230769,0.24489795918367346,0.9230769230769231
P293278,2707,799,3.3879849812265332,0.23900997414111563,0.769712140175219
P293288,2219,1553,1.428847392144237,0.701216764308247,0.9761751448808758
P293289,1102,671,1.6423248882265276,0.5018148820326679,0.7988077496274217
P293297,1647,685,2.4043795620437955,0.3047965998785671,0.6408759124087591
P293301,2015,975,2.066666666666667,0.44516129032258067,0.8902564102564102
P293319,1758,603,2.915422885572139,0.189419795221843,0.4444444444444444
P293322,9,5,1.8,0.1111111111111111,0.2
P293329,647,371,1.743935309973046,0.5919629057187017,0.9568733153638814
P293343,207,72,2.875,0.2463768115942029,0.6527777777777778
P293362,1657,896,1.8493303571428572,0.45986722993361495,0.8214285714285714
P293380,4363,2014,2.166335650446872,0.44464817785927113,0.94240317775571
P293395,2050,1347,1.5219005196733482,0.6268292682926829,0.9398663697104677
P293398,7,2,3.5,0.2857142857142857,1.0
P293404,1954,680,2.873529411764706,0.2978505629477994,0.8
P293417,516,122,4.229508196721311,0.24612403100775193,0.7131147540983607
P293424,1673,680,2.460294117647059,0.3197848176927675,0.7691176470588236
P293449,12,12,1.0,1.0,1.0
P293462,1058,291,3.6357388316151202,0.16540642722117202,0.5257731958762887
P293469,1866,1263,1.477434679334917,0.6420150053590568,0.9271575613618369
P293474,1120,779,1.4377406931964056,0.6821428571428572,0.9525032092426188
P293477,8,2,4.0,0.375,1.0
P293495,2425,1363,1.7791636096845194,0.4915463917525773,0.8591342626559061
P293509,580,375,1.5466666666666666,0.6206896551724138,0.904
P293525,731,268,2.7276119402985075,0.34199726402188785,0.8097014925373134
P293538,16,12,1.3333333333333333,0.75,1.0
P293557,1487,686,2.1676384839650145,0.4270342972427707,0.8338192419825073
P293561,2220,1515,1.4653465346534653,0.5864864864864865,0.8382838283828383
P293575,625,283,2.208480565371025,0.4592,0.7632508833922261
P293586,225,150,1.5,0.52,0.7466666666666667
P293616,1045,268,3.8992537313432836,0.2076555023923445,0.6977611940298507
P293618,1970,946,2.0824524312896404,0.3548223350253807,0.7061310782241015
P293636,72,24,3.0,0.19444444444444445,0.5833333333333334
P293645,449,303,1.481848184818482,0.623608017817372,0.8745874587458746
P293666,516,272,1.8970588235294117,0.45348837209302323,0.8235294117647058
P293669,2252,1004,2.243027888446215,0.2912966252220249,0.6424302788844621
P293674,1148,825,1.3915151515151516,0.7195121951219512,0.9745454545454545
P293688,1211,534,2.2677902621722845,0.33691164327002476,0.6966292134831461
P293693,799,533,1.4990619136960601,0.6132665832290363,0.8799249530956847
P293702,67,29,2.310344827586207,0.3283582089552239,0.6206896551724138
P293707,1131,438,2.5821917808219177,0.3103448275862069,0.7397260273972602
P293723,847,320,2.646875,0.3565525383707202,0.896875
P293746,148,61,2.4262295081967213,0.4391891891891892,0.9180327868852459
P293761,138,25,5.52,0.1956521739130435,0.68
P293766,9,3,3.0,0.1111111111111111,0.3333333333333333
P293785,3492,1089,3.206611570247934,0.2918098510882016,0.8337924701561065
P293792,113,44,2.5681818181818183,0.30973451327433627,0.7272727272727273
P293809,1631,389,4.19280205655527,0.14101778050275904,0.4730077120822622
P293828,296,151,1.9602649006622517,0.15202702702702703,0.2980132450331126
P293837,466,58,8.03448275862069,0.11587982832618025,0.6379310344827587
P293850,179,168,1.0654761904761905,0.9441340782122905,1.0
P293855,2,2,1.0,1.0,1.0
P293869,1293,797,1.6223337515683813,0.5746326372776489,0.890840652446675
P293881,400,86,4.651162790697675,0.255,0.8255813953488372
P293914,1652,1066,1.549718574108818,0.6343825665859564,0.9577861163227017
P293931,611,163,3.7484662576687118,0.16530278232405893,0.5521472392638037
P293946,132,104,1.2692307692307692,0.7954545454545454,0.9807692307692307
P293950,63,43,1.4651162790697674,0.6666666666666666,0.9534883720930233
P293966,15,7,2.142857142857143,0.3333333333333333,0.5714285714285714
P293978,12,4,3.0,0.4166666666666667,1.0
P293979,1298,732,1.773224043715847,0.4291217257318952,0.7308743169398907
P293997,61,4,15.25,0.29508196721311475,1.0
P294010,1225,433,2.8290993071593533,0.21551020408163266,0.5565819861431871
P294016,243,57,4.2631578947368425,0.1111111111111111,0.47368421052631576
P294033,1143,722,1.5831024930747923,0.5835520559930009,0.8961218836565097
P294042,248,121,2.049586776859504,0.4032258064516129,0.7768595041322314
P294043,848,646,1.3126934984520124,0.7547169811320755,0.9690402476780186
P294049,697,309,2.255663430420712,0.4246771879483501,0.8964401294498382
P294056,373,95,3.9263157894736844,0.3297587131367292,0.8947368421052632
P294069,2317,947,2.446673706441394,0.3543375053949072,0.7930306230200633
P294084,684,368,1.858695652173913,0.52046783625731,0.9239130434782609
P294090,359,212,1.6933962264150944,0.596100278551532,0.9339622641509434
P294092,1361,588,2.314625850340136,0.3115356355620867,0.6666666666666666
P294093,14,12,1.1666666666666667,0.8571428571428571,1.0
P294108,519,371,1.398921832884097,0.6994219653179191,0.9622641509433962
P294117,3116,1819,1.7130291368884003,0.5728498074454429,0.9587685541506322
P294126,314,263,1.193916349809886,0.8439490445859873,0.9923954372623575
P294153,1745,690,2.528985507246377,0.3335243553008596,0.7623188405797101
P294171,276,85,3.2470588235294118,0.2028985507246377,0.5294117647058824
P294186,1030,577,1.7850953206239168,0.5233009708737864,0.9064124783362218
P294201,3265,1034,3.1576402321083172,0.2986217457886677,0.8916827852998066
P294203,1476,651,2.2672811059907834,0.3902439024390244,0.837173579109063
P294217,1076,506,2.1264822134387353,0.41356877323420077,0.849802371541502
P294229,1393,995,1.4,0.6109117013639627,0.8412060301507538
P294248,2960,1450,2.0413793103448277,0.4594594594594595,0.8903448275862069
P294266,1209,337,3.5875370919881306,0.04218362282878412,0.11572700296735905
P294274,1678,678,2.4749262536873156,0.3730631704410012,0.8790560471976401
P294282,1479,609,2.4285714285714284,0.3820148749154834,0.8357963875205254
P294290,35,14,2.5,0.11428571428571428,0.21428571428571427
P294295,5732,1910,3.001047120418848,0.30425680390788556,0.8890052356020942
P294303,1653,543,3.044198895027624,0.2637628554143981,0.6703499079189686
P294319,1705,610,2.7950819672131146,0.2627565982404692,0.680327868852459
P294335,544,236,2.305084745762712,0.41360294117647056,0.9364406779661016
P294341,1802,868,2.076036866359447,0.36847946725860153,0.7407834101382489
P294346,18,12,1.5,0.6666666666666666,1.0
P294353,1205,510,2.3627450980392157,0.2863070539419087,0.6215686274509804
P294364,1538,854,1.800936768149883,0.2022106631989597,0.351288056206089
P294376,2263,1060,2.1349056603773584,0.38179407865665044,0.780188679245283
P294386,334,140,2.3857142857142857,0.45209580838323354,0.8
P294392,276,75,3.68,0.025362318840579712,0.08
P294408,906,302,3.0,0.2119205298013245,0.6291390728476821
P294423,2070,1532,1.3511749347258486,0.7623188405797101,0.9686684073107049
P294435,3665,1251,2.929656274980016,0.2709413369713506,0.7258193445243805
P294442,3873,1210,3.200826446280992,0.24941905499612704,0.775206611570248
P294448,1523,545,2.7944954128440367,0.2882468811556139,0.7155963302752294
P294457,2679,1265,2.1177865612648223,0.3717805151175812,0.7604743083003953
P294459,1156,703,1.6443812233285917,0.5856401384083045,0.9487908961593172
P294471,2589,1687,1.5346769413159456,0.5619930475086906,0.8435091879075282
P294489,331,185,1.7891891891891891,0.08761329305135952,0.15675675675675677
P294503,709,276,2.568840579710145,0.29619181946403383,0.7355072463768116
P294509,2883,1083,2.662049861495845,0.32396808879639266,0.8328716528162512
P294522,1829,1000,1.829,0.4641880809185347,0.819
P294540,10,6,1.6666666666666667,0.5,0.8333333333333334
P294549,359,144,2.4930555555555554,0.36768802228412256,0.8194444444444444
P294560,214,109,1.963302752293578,0.4439252336448598,0.8073394495412844
P294585,648,354,1.8305084745762712,0.5817901234567902,0.9209039548022598
P294594,26,11,2.3636363636363638,0.19230769230769232,0.45454545454545453
P294607,6,2,3.0,0.3333333333333333,1.0
P294625,4204,1607,2.6160547604231486,0.32825880114176975,0.761045426260112
P294639,1323,489,2.705521472392638,0.3673469387755102,0.8916155419222904
P294642,580,356,1.6292134831460674,0.5413793103448276,0.797752808988764
P294660,2580,1504,1.7154255319148937,0.5329457364341085,0.8756648936170213
P294675,768,381,2.015748031496063,0.4622395833333333,0.89501312335958
P294688,11,5,2.2,0.5454545454545454,1.0
P294704,462,268,1.7238805970149254,0.5974025974025974,0.9813432835820896
P294706,547,350,1.562857142857143,0.6343692870201096,0.9742857142857143
P294728,16,12,1.3333333333333333,0.75,1.0
P294736,70,28,2.5,0.3,0.75
P294751,44,5,8.8,0.18181818181818182,0.8
P294757,2326,1021,2.278158667972576,0.37962166809974207,0.8256611165523996
P294761,225,70,3.2142857142857144,0.18666666666666668,0.5714285714285714
P294766,753,276,2.7282608695652173,0.3798140770252324,0.9565217391304348
P294783,43,33,1.303030303030303,0.8837209302325582,1.0
P294790,819,451,1.8159645232815964,0.4603174603174603,0.835920177383592
P294808,871,495,1.7595959595959596,0.539609644087256,0.9090909090909091
P294825,1225,336,3.6458333333333335,0.1893877551020408,0.6071428571428571
P294843,3581,960,3.730208333333333,0.15358838313320303,0.53125
P294846,1083,389,2.7840616966580978,0.30655586334256696,0.794344473007712
P294862,908,279,3.2544802867383513,0.2753303964757709,0.7741935483870968
P294881,506,266,1.9022556390977443,0.5098814229249012,0.9360902255639098
P294897,149,81,1.8395061728395061,0.5302013422818792,0.9135802469135802
P294906,133,59,2.2542372881355934,0.38345864661654133,0.7966101694915254
P294919,1366,1032,1.323643410852713,0.6954612005856515,0.8934108527131783
P294929,2162,671,3.2220566318926975,0.1887141535615171,0.5573770491803278
P294936,3117,1050,2.9685714285714284,0.26692332370869426,0.7076190476190476
P294938,358,122,2.9344262295081966,0.2681564245810056,0.6885245901639344
P294951,3301,1107,2.98193315266486,0.25810360496819146,0.7091237579042458
P294966,1040,256,4.0625,0.19615384615384615,0.75390625
P294980,1112,772,1.4404145077720207,0.6429856115107914,0.9041450777202072
P294988,547,333,1.6426426426426426,0.5776965265082267,0.8978978978978979
P294992,347,179,1.9385474860335195,0.5187319884726225,0.9553072625698324
P295003,1927,989,1.9484327603640041,0.4753502854177478,0.8887765419615774
P295032,3008,1285,2.340856031128405,0.40658244680851063,0.9089494163424124
P295065,2253,1648,1.3671116504854368,0.6822015090989791,0.9059466019417476
P295071,22,12,1.8333333333333333,0.5454545454545454,1.0
P295076,2161,952,2.2699579831932772,0.3651087459509486,0.7951680672268907
P295083,2116,804,2.6318407960199006,0.2339319470699433,0.5845771144278606
P295095,5604,2138,2.6211412535079512,0.2467880085653105,0.618334892422825
P295105,1357,1036,1.3098455598455598,0.7597641857037583,0.9855212355212355
P295106,587,360,1.6305555555555555,0.5928449744463373,0.9305555555555556
P295110,747,246,3.0365853658536586,0.30655957161981257,0.8617886178861789
P295111,1852,817,2.266829865361077,0.37634989200863933,0.791921664626683
P295127,169,73,2.315068493150685,0.35502958579881655,0.726027397260274
P295154,1919,831,2.309265944645006,0.3084940072954664,0.6498194945848376
P295172,1915,805,2.37888198757764,0.414621409921671,0.9664596273291925
P295178,380,180,2.111111111111111,0.5,0.9277777777777778
P295184,1841,1010,1.8227722772277228,0.5361216730038023,0.9663366336633663
P295187,766,173,4.427745664739884,0.1370757180156658,0.5606936416184971
